date,year,month,period,indicator,value,unit
2011-12-01,2011,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4651.9,386 миллиард рублей
2012-01-01,2012,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4615.6,386 миллиард рублей
2012-02-01,2012,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4525.1,386 миллиард рублей
2012-03-01,2012,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4556.8,386 миллиард рублей
2012-04-01,2012,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4275.4,386 миллиард рублей
2012-05-01,2012,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4329.2,386 миллиард рублей
2012-06-01,2012,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4372.1,386 миллиард рублей
2012-07-01,2012,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4261.4,386 миллиард рублей
2012-08-01,2012,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4043.8,386 миллиард рублей
2012-09-01,2012,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4223.1,386 миллиард рублей
2012-10-01,2012,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4186.7,386 миллиард рублей
2012-11-01,2012,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4180.8,386 миллиард рублей
2012-12-01,2012,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4681.4,386 миллиард рублей
2013-01-01,2013,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4825.2,386 миллиард рублей
2013-02-01,2013,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4771.0,386 миллиард рублей
2013-03-01,2013,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4881.4,386 миллиард рублей
2013-04-01,2013,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4415.6,386 миллиард рублей
2013-05-01,2013,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4615.9,386 миллиард рублей
2013-06-01,2013,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4921.0,386 миллиард рублей
2013-07-01,2013,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4966.1,386 миллиард рублей
2013-08-01,2013,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4800.7,386 миллиард рублей
2013-09-01,2013,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4927.2,386 миллиард рублей
2013-10-01,2013,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4819.7,386 миллиард рублей
2013-11-01,2013,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4998.1,386 миллиард рублей
2013-12-01,2013,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5512.5,386 миллиард рублей
2014-01-01,2014,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5521.5,386 миллиард рублей
2014-02-01,2014,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5689.8,386 миллиард рублей
2014-03-01,2014,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5618.0,386 миллиард рублей
2014-04-01,2014,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5298.1,386 миллиард рублей
2014-05-01,2014,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5303.7,386 миллиард рублей
2014-06-01,2014,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5442.1,386 миллиард рублей
2014-07-01,2014,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5202.5,386 миллиард рублей
2014-08-01,2014,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5061.1,386 миллиард рублей
2014-09-01,2014,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5123.4,386 миллиард рублей
2014-10-01,2014,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,4688.8,386 миллиард рублей
2014-11-01,2014,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5128.2,386 миллиард рублей
2014-12-01,2014,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5407.2,386 миллиард рублей
2015-01-01,2015,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5894.1,386 миллиард рублей
2015-02-01,2015,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5798.0,386 миллиард рублей
2015-03-01,2015,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5799.0,386 миллиард рублей
2015-04-01,2015,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5556.1,386 миллиард рублей
2015-05-01,2015,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5701.2,386 миллиард рублей
2015-06-01,2015,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5713.4,386 миллиард рублей
2015-07-01,2015,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5489.4,386 миллиард рублей
2015-08-01,2015,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5777.3,386 миллиард рублей
2015-09-01,2015,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5622.6,386 миллиард рублей
2015-10-01,2015,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5405.2,386 миллиард рублей
2015-11-01,2015,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5844.8,386 миллиард рублей
2015-12-01,2015,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6005.7,386 миллиард рублей
2016-01-01,2016,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6121.7,386 миллиард рублей
2016-02-01,2016,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6126.7,386 миллиард рублей
2016-03-01,2016,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6433.5,386 миллиард рублей
2016-04-01,2016,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5993.3,386 миллиард рублей
2016-05-01,2016,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6377.6,386 миллиард рублей
2016-06-01,2016,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6230.2,386 миллиард рублей
2016-07-01,2016,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5927.4,386 миллиард рублей
2016-08-01,2016,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6003.5,386 миллиард рублей
2016-09-01,2016,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5845.2,386 миллиард рублей
2016-10-01,2016,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5958.0,386 миллиард рублей
2016-11-01,2016,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6082.1,386 миллиард рублей
2016-12-01,2016,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6233.2,386 миллиард рублей
2017-01-01,2017,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6388.4,386 миллиард рублей
2017-02-01,2017,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6414.7,386 миллиард рублей
2017-03-01,2017,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6201.5,386 миллиард рублей
2017-04-01,2017,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,5925.1,386 миллиард рублей
2017-05-01,2017,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6264.0,386 миллиард рублей
2017-06-01,2017,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6191.6,386 миллиард рублей
2017-07-01,2017,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6100.3,386 миллиард рублей
2017-08-01,2017,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6126.4,386 миллиард рублей
2017-09-01,2017,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6046.8,386 миллиард рублей
2017-10-01,2017,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6235.0,386 миллиард рублей
2017-11-01,2017,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6395.1,386 миллиард рублей
2017-12-01,2017,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6496.8,386 миллиард рублей
2018-01-01,2018,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6640.0,386 миллиард рублей
2018-02-01,2018,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6591.5,386 миллиард рублей
2018-03-01,2018,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6525.6,386 миллиард рублей
2018-04-01,2018,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6345.4,386 миллиард рублей
2018-05-01,2018,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6546.3,386 миллиард рублей
2018-06-01,2018,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6617.6,386 миллиард рублей
2018-07-01,2018,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6517.2,386 миллиард рублей
2018-08-01,2018,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6363.0,386 миллиард рублей
2018-12-01,2018,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6584.5,386 миллиард рублей
2019-01-01,2019,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6727.2,386 миллиард рублей
2019-02-01,2019,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6711.5,386 миллиард рублей
2019-03-01,2019,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6666.7,386 миллиард рублей
2019-04-01,2019,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6484.6,386 миллиард рублей
2019-05-01,2019,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6463.8,386 миллиард рублей
2019-06-01,2019,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6750.4,386 миллиард рублей
2019-07-01,2019,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6753.0,386 миллиард рублей
2019-08-01,2019,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6781.1,386 миллиард рублей
2019-09-01,2019,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7141.6,386 миллиард рублей
2019-10-01,2019,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,6917.5,386 миллиард рублей
2019-11-01,2019,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7097.1,386 миллиард рублей
2019-12-01,2019,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7333.1,386 миллиард рублей
2020-01-01,2020,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7524.8,386 миллиард рублей
2020-02-01,2020,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7723.8,386 миллиард рублей
2020-03-01,2020,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8061.2,386 миллиард рублей
2020-04-01,2020,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7644.7,386 миллиард рублей
2020-05-01,2020,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,7743.3,386 миллиард рублей
2020-06-01,2020,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8216.8,386 миллиард рублей
2020-07-01,2020,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8047.4,386 миллиард рублей
2020-08-01,2020,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8620.7,386 миллиард рублей
2020-09-01,2020,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8724.1,386 миллиард рублей
2020-10-01,2020,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8656.5,386 миллиард рублей
2020-11-01,2020,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9169.5,386 миллиард рублей
2020-12-01,2020,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,8913.0,386 миллиард рублей
2021-01-01,2021,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9425.0,386 миллиард рублей
2021-02-01,2021,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9677.5,386 миллиард рублей
2021-03-01,2021,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9542.2,386 миллиард рублей
2021-04-01,2021,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9196.0,386 миллиард рублей
2021-05-01,2021,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9809.6,386 миллиард рублей
2021-06-01,2021,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,10065.5,386 миллиард рублей
2021-07-01,2021,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9509.6,386 миллиард рублей
2021-08-01,2021,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9756.3,386 миллиард рублей
2021-09-01,2021,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9789.5,386 миллиард рублей
2021-10-01,2021,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,9733.4,386 миллиард рублей
2021-11-01,2021,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,10561.6,386 миллиард рублей
2021-12-01,2021,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,10926.3,386 миллиард рублей
2022-01-01,2022,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,11874.3,386 миллиард рублей
2022-02-01,2022,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,12618.3,386 миллиард рублей
2022-03-01,2022,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,12489.0,386 миллиард рублей
2022-04-01,2022,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,11910.5,386 миллиард рублей
2022-05-01,2022,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,12644.4,386 миллиард рублей
2022-06-01,2022,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,12955.8,386 миллиард рублей
2022-07-01,2022,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,13759.9,386 миллиард рублей
2022-08-01,2022,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,14619.9,386 миллиард рублей
2022-09-01,2022,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,14994.6,386 миллиард рублей
2022-12-01,2022,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,14567.3,386 миллиард рублей
2023-01-01,2023,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16692.5,386 миллиард рублей
2023-02-01,2023,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16481.9,386 миллиард рублей
2023-03-01,2023,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,15624.2,386 миллиард рублей
2023-04-01,2023,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,15237.6,386 миллиард рублей
2023-05-01,2023,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16275.9,386 миллиард рублей
2023-06-01,2023,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,15912.4,386 миллиард рублей
2023-07-01,2023,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16192.3,386 миллиард рублей
2023-08-01,2023,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16617.0,386 миллиард рублей
2023-09-01,2023,9,108 сентябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16380.3,386 миллиард рублей
2023-10-01,2023,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16460.9,386 миллиард рублей
2023-11-01,2023,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16524.3,386 миллиард рублей
2023-12-01,2023,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16497.9,386 миллиард рублей
2024-01-01,2024,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16760.1,386 миллиард рублей
2024-02-01,2024,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16926.4,386 миллиард рублей
2024-03-01,2024,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16778.6,386 миллиард рублей
2024-04-01,2024,4,61 апрель,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,17304.4,386 миллиард рублей
2024-05-01,2024,5,67 май,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16456.2,386 миллиард рублей
2024-06-01,2024,6,66 июнь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16440.9,386 миллиард рублей
2024-07-01,2024,7,65 июль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16872.7,386 миллиард рублей
2024-08-01,2024,8,60 август,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16559.7,386 миллиард рублей
2024-10-01,2024,10,105 октябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16426.7,386 миллиард рублей
2024-11-01,2024,11,104 ноябрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16131.9,386 миллиард рублей
2024-12-01,2024,12,62 декабрь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,16910.6,386 миллиард рублей
2025-01-01,2025,1,115 январь,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,17782.1,386 миллиард рублей
2025-02-01,2025,2,114 февраль,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,18161.2,386 миллиард рублей
2025-03-01,2025,3,68 март,Переводные депозиты нефинансовых и финансовых (кроме кредитных) организаций,17937.8,386 миллиард рублей
1994-09-01,1994,9,108 сентябрь,"Переводные депозиты, всего",34029.6,386 миллиард рублей
2010-12-01,2010,12,62 декабрь,"Переводные депозиты, всего",5797.1,386 миллиард рублей
2011-01-01,2011,1,115 январь,"Переводные депозиты, всего",5574.7,386 миллиард рублей
2011-02-01,2011,2,114 февраль,"Переводные депозиты, всего",5650.0,386 миллиард рублей
2011-03-01,2011,3,68 март,"Переводные депозиты, всего",5571.2,386 миллиард рублей
2011-04-01,2011,4,61 апрель,"Переводные депозиты, всего",5435.6,386 миллиард рублей
2011-05-01,2011,5,67 май,"Переводные депозиты, всего",5492.6,386 миллиард рублей
2011-06-01,2011,6,66 июнь,"Переводные депозиты, всего",5769.2,386 миллиард рублей
2011-07-01,2011,7,65 июль,"Переводные депозиты, всего",5656.1,386 миллиард рублей
2011-08-01,2011,8,60 август,"Переводные депозиты, всего",5755.1,386 миллиард рублей
2011-09-01,2011,9,108 сентябрь,"Переводные депозиты, всего",5938.8,386 миллиард рублей
2011-10-01,2011,10,105 октябрь,"Переводные депозиты, всего",5710.7,386 миллиард рублей
2011-11-01,2011,11,104 ноябрь,"Переводные депозиты, всего",5878.9,386 миллиард рублей
2011-12-01,2011,12,62 декабрь,"Переводные депозиты, всего",6818.3,386 миллиард рублей
2012-01-01,2012,1,115 январь,"Переводные депозиты, всего",6525.5,386 миллиард рублей
2012-02-01,2012,2,114 февраль,"Переводные депозиты, всего",6485.8,386 миллиард рублей
2012-03-01,2012,3,68 март,"Переводные депозиты, всего",6505.7,386 миллиард рублей
2012-04-01,2012,4,61 апрель,"Переводные депозиты, всего",6325.7,386 миллиард рублей
2012-05-01,2012,5,67 май,"Переводные депозиты, всего",6358.7,386 миллиард рублей
2012-06-01,2012,6,66 июнь,"Переводные депозиты, всего",6563.2,386 миллиард рублей
2012-07-01,2012,7,65 июль,"Переводные депозиты, всего",6405.5,386 миллиард рублей
2012-08-01,2012,8,60 август,"Переводные депозиты, всего",6195.7,386 миллиард рублей
2012-09-01,2012,9,108 сентябрь,"Переводные депозиты, всего",6362.3,386 миллиард рублей
2012-10-01,2012,10,105 октябрь,"Переводные депозиты, всего",6247.1,386 миллиард рублей
2012-11-01,2012,11,104 ноябрь,"Переводные депозиты, всего",6326.2,386 миллиард рублей
2012-12-01,2012,12,62 декабрь,"Переводные депозиты, всего",7264.0,386 миллиард рублей
2013-01-01,2013,1,115 январь,"Переводные депозиты, всего",7028.6,386 миллиард рублей
2013-02-01,2013,2,114 февраль,"Переводные депозиты, всего",7049.2,386 миллиард рублей
2013-03-01,2013,3,68 март,"Переводные депозиты, всего",7212.1,386 миллиард рублей
2013-04-01,2013,4,61 апрель,"Переводные депозиты, всего",6919.9,386 миллиард рублей
2013-05-01,2013,5,67 май,"Переводные депозиты, всего",7035.1,386 миллиард рублей
2013-06-01,2013,6,66 июнь,"Переводные депозиты, всего",7513.3,386 миллиард рублей
2013-07-01,2013,7,65 июль,"Переводные депозиты, всего",7522.5,386 миллиард рублей
2013-08-01,2013,8,60 август,"Переводные депозиты, всего",7334.0,386 миллиард рублей
2013-09-01,2013,9,108 сентябрь,"Переводные депозиты, всего",7426.8,386 миллиард рублей
2013-10-01,2013,10,105 октябрь,"Переводные депозиты, всего",7259.9,386 миллиард рублей
2013-11-01,2013,11,104 ноябрь,"Переводные депозиты, всего",7506.0,386 миллиард рублей
2013-12-01,2013,12,62 декабрь,"Переводные депозиты, всего",8526.3,386 миллиард рублей
2014-01-01,2014,1,115 январь,"Переводные депозиты, всего",8031.8,386 миллиард рублей
2014-02-01,2014,2,114 февраль,"Переводные депозиты, всего",8271.5,386 миллиард рублей
2014-03-01,2014,3,68 март,"Переводные депозиты, всего",8134.9,386 миллиард рублей
2014-04-01,2014,4,61 апрель,"Переводные депозиты, всего",7999.7,386 миллиард рублей
2014-05-01,2014,5,67 май,"Переводные депозиты, всего",7937.1,386 миллиард рублей
2014-06-01,2014,6,66 июнь,"Переводные депозиты, всего",8177.3,386 миллиард рублей
2014-07-01,2014,7,65 июль,"Переводные депозиты, всего",7920.1,386 миллиард рублей
2014-08-01,2014,8,60 август,"Переводные депозиты, всего",7820.2,386 миллиард рублей
2014-09-01,2014,9,108 сентябрь,"Переводные депозиты, всего",7787.7,386 миллиард рублей
2014-10-01,2014,10,105 октябрь,"Переводные депозиты, всего",7352.5,386 миллиард рублей
2014-11-01,2014,11,104 ноябрь,"Переводные депозиты, всего",7801.0,386 миллиард рублей
2014-12-01,2014,12,62 декабрь,"Переводные депозиты, всего",8170.0,386 миллиард рублей
2015-01-01,2015,1,115 январь,"Переводные депозиты, всего",8255.0,386 миллиард рублей
2015-02-01,2015,2,114 февраль,"Переводные депозиты, всего",8249.2,386 миллиард рублей
2015-03-01,2015,3,68 март,"Переводные депозиты, всего",8209.0,386 миллиард рублей
2015-04-01,2015,4,61 апрель,"Переводные депозиты, всего",8155.8,386 миллиард рублей
2015-05-01,2015,5,67 май,"Переводные депозиты, всего",8268.1,386 миллиард рублей
2015-06-01,2015,6,66 июнь,"Переводные депозиты, всего",8386.6,386 миллиард рублей
2015-07-01,2015,7,65 июль,"Переводные депозиты, всего",8225.8,386 миллиард рублей
2015-08-01,2015,8,60 август,"Переводные депозиты, всего",8415.4,386 миллиард рублей
2015-09-01,2015,9,108 сентябрь,"Переводные депозиты, всего",8258.3,386 миллиард рублей
2015-10-01,2015,10,105 октябрь,"Переводные депозиты, всего",8010.8,386 миллиард рублей
2015-11-01,2015,11,104 ноябрь,"Переводные депозиты, всего",8472.1,386 миллиард рублей
2015-12-01,2015,12,62 декабрь,"Переводные депозиты, всего",9276.4,386 миллиард рублей
2016-01-01,2016,1,115 январь,"Переводные депозиты, всего",8861.4,386 миллиард рублей
2016-02-01,2016,2,114 февраль,"Переводные депозиты, всего",8953.0,386 миллиард рублей
2016-03-01,2016,3,68 март,"Переводные депозиты, всего",9268.4,386 миллиард рублей
2016-04-01,2016,4,61 апрель,"Переводные депозиты, всего",9016.6,386 миллиард рублей
2016-05-01,2016,5,67 май,"Переводные депозиты, всего",9446.9,386 миллиард рублей
2016-06-01,2016,6,66 июнь,"Переводные депозиты, всего",9488.4,386 миллиард рублей
2016-07-01,2016,7,65 июль,"Переводные депозиты, всего",9192.1,386 миллиард рублей
2016-08-01,2016,8,60 август,"Переводные депозиты, всего",9268.8,386 миллиард рублей
2016-09-01,2016,9,108 сентябрь,"Переводные депозиты, всего",9111.5,386 миллиард рублей
2016-10-01,2016,10,105 октябрь,"Переводные депозиты, всего",9155.1,386 миллиард рублей
2016-11-01,2016,11,104 ноябрь,"Переводные депозиты, всего",9266.7,386 миллиард рублей
2016-12-01,2016,12,62 декабрь,"Переводные депозиты, всего",9927.6,386 миллиард рублей
2017-01-01,2017,1,115 январь,"Переводные депозиты, всего",9781.8,386 миллиард рублей
2017-02-01,2017,2,114 февраль,"Переводные депозиты, всего",9922.3,386 миллиард рублей
2017-03-01,2017,3,68 март,"Переводные депозиты, всего",9695.6,386 миллиард рублей
2017-04-01,2017,4,61 апрель,"Переводные депозиты, всего",9512.2,386 миллиард рублей
2017-05-01,2017,5,67 май,"Переводные депозиты, всего",9872.3,386 миллиард рублей
2017-06-01,2017,6,66 июнь,"Переводные депозиты, всего",10093.5,386 миллиард рублей
2017-07-01,2017,7,65 июль,"Переводные депозиты, всего",10023.9,386 миллиард рублей
2017-08-01,2017,8,60 август,"Переводные депозиты, всего",10009.7,386 миллиард рублей
2017-09-01,2017,9,108 сентябрь,"Переводные депозиты, всего",9919.8,386 миллиард рублей
2017-10-01,2017,10,105 октябрь,"Переводные депозиты, всего",10066.4,386 миллиард рублей
2017-11-01,2017,11,104 ноябрь,"Переводные депозиты, всего",10294.1,386 миллиард рублей
2017-12-01,2017,12,62 декабрь,"Переводные депозиты, всего",11062.7,386 миллиард рублей
2018-01-01,2018,1,115 январь,"Переводные депозиты, всего",10700.4,386 миллиард рублей
